"SOURCE","DEST","SRC_SITE","DEST_SITE","SRC_CLOUD","DEST_CLOUD","AGIS_DISTANCE"
IEPSAS-KOSICE_DATADISK,BEIJING-LCG2_DATADISK,IEPSAS-Kosice,BEIJING-LCG2,DE,FR,5
IEPSAS-KOSICE_DATADISK,CA-VICTORIA-WESTGRID-T2_DATADISK,IEPSAS-Kosice,CA-VICTORIA-WESTGRID-T2,DE,CA,5
INFN-ROMA3_DATADISK,MPPMU_DATADISK,INFN-ROMA3,MPPMU,IT,DE,5
MWT2_DATADISK,INFN-ROMA3_DATADISK,MWT2,INFN-ROMA3,US,IT,5
INFN-ROMA3_DATADISK,NDGF-T1_DATADISK,INFN-ROMA3,NDGF-T1,IT,ND,5
NDGF-T1_DATADISK,INFN-ROMA3_DATADISK,NDGF-T1,INFN-ROMA3,ND,IT,5
IEPSAS-KOSICE_DATADISK,GRIF-IRFU_DATADISK,IEPSAS-Kosice,GRIF-IRFU,DE,FR,5
IEPSAS-KOSICE_DATADISK,GRIF-LPNHE_DATADISK,IEPSAS-Kosice,GRIF-LPNHE,DE,FR,5
IEPSAS-KOSICE_DATADISK,IN2P3-CPPM_DATADISK,IEPSAS-Kosice,IN2P3-CPPM,DE,FR,5
IEPSAS-KOSICE_DATADISK,IN2P3-LAPP_DATADISK,IEPSAS-Kosice,IN2P3-LAPP,DE,FR,5
IEPSAS-KOSICE_DATADISK,IN2P3-LPC_DATADISK,IEPSAS-Kosice,IN2P3-LPC,DE,FR,5
NESE_DATADISK,INFN-ROMA3_DATADISK,BU_NESE,INFN-ROMA3,US,IT,5
INFN-ROMA3_DATADISK,NIKHEF_DATADISK,INFN-ROMA3,NIKHEF,IT,NL,5
NIKHEF_DATADISK,INFN-ROMA3_DATADISK,NIKHEF,INFN-ROMA3,NL,IT,5
IEPSAS-KOSICE_DATADISK,IN2P3-LPSC_DATADISK,IEPSAS-Kosice,IN2P3-LPSC,DE,FR,5
IEPSAS-KOSICE_DATADISK,INFN-FRASCATI_DATADISK,IEPSAS-Kosice,INFN-FRASCATI,DE,IT,5
IEPSAS-KOSICE_DATADISK,INFN-NAPOLI-ATLAS_DATADISK,IEPSAS-Kosice,INFN-NAPOLI-ATLAS,DE,IT,5
IEPSAS-KOSICE_DATADISK,INFN-T1_DATADISK,IEPSAS-Kosice,INFN-T1,DE,IT,5
IEPSAS-KOSICE_DATADISK,JINR-LCG2_DATADISK,IEPSAS-Kosice,JINR-LCG2,DE,RU,5
IEPSAS-KOSICE_DATADISK,LRZ-LMU_DATADISK,IEPSAS-Kosice,LRZ-LMU,DE,DE,5
IEPSAS-KOSICE_DATADISK,MPPMU_DATADISK,IEPSAS-Kosice,MPPMU,DE,DE,5
INFN-ROMA1_DATADISK,NESE_DATADISK,INFN-ROMA1,BU_NESE,IT,US,5
SWT2_CPB_DATADISK,INFN-ROMA3_DATADISK,SWT2_CPB,INFN-ROMA3,US,IT,5
INFN-ROMA3_DATADISK,TACC_DATADISK,INFN-ROMA3,,IT,,5
TACC_DATADISK,INFN-ROMA3_DATADISK,,INFN-ROMA3,,IT,5
TOKYO-LCG2_DATADISK,INFN-ROMA3_DATADISK,TOKYO-LCG2,INFN-ROMA3,FR,IT,5
INFN-ROMA3_DATADISK,UKI-NORTHGRID-LANCS-HEP_DATADISK,INFN-ROMA3,UKI-NORTHGRID-LANCS-HEP,IT,UK,5
IEPSAS-KOSICE_DATADISK,RU-PROTVINO-IHEP_DATADISK,IEPSAS-Kosice,RU-Protvino-IHEP,DE,RU,5
IEPSAS-KOSICE_DATADISK,SARA-MATRIX_DATADISK,IEPSAS-Kosice,SARA-MATRIX,DE,NL,5
IEPSAS-KOSICE_DATADISK,SLACXRD_DATADISK,IEPSAS-Kosice,WT2,DE,US,5
IEPSAS-KOSICE_DATADISK,TAIWAN-LCG2_DATADISK,IEPSAS-Kosice,Taiwan-LCG2,DE,TW,5
GRIF-LPNHE_DATADISK,AUSTRALIA-ATLAS_DATADISK,GRIF-LPNHE,Australia-ATLAS,FR,CA,5
INFN-ROMA3_DATADISK,UKI-SCOTGRID-GLASGOW-CEPH_DATADISK,INFN-ROMA3,UKI-SCOTGRID-GLASGOW,IT,UK,5
INFN-ROMA3_DATADISK,UKI-SCOTGRID-GLASGOW_DATADISK,INFN-ROMA3,,IT,,5
GRIF-LPNHE_DATADISK,IN2P3-CPPM_DATADISK,GRIF-LPNHE,IN2P3-CPPM,FR,FR,5
GRIF-LPNHE_DATADISK,IN2P3-LPC_DATADISK,GRIF-LPNHE,IN2P3-LPC,FR,FR,5
GRIF-LPNHE_DATADISK,INFN-NAPOLI-ATLAS_DATADISK,GRIF-LPNHE,INFN-NAPOLI-ATLAS,FR,IT,5
GRIF-LPNHE_DATADISK,INFN-ROMA1_DATADISK,GRIF-LPNHE,INFN-ROMA1,FR,IT,5
GRIF-LPNHE_DATADISK,NIKHEF-ELPROD_DATADISK,GRIF-LPNHE,,FR,,5
GRIF-LPNHE_DATADISK,PRAGUELCG2_DATADISK,GRIF-LPNHE,praguelcg2,FR,DE,5
GRIF-LPNHE_DATADISK,SLACXRD_DATADISK,GRIF-LPNHE,WT2,FR,US,5
GRIF-LPNHE_DATADISK,WUPPERTALPROD_DATADISK,GRIF-LPNHE,wuppertalprod,FR,DE,5
GRIF-LPNHE_DATADISK,UKI-LT2-QMUL_DATADISK,GRIF-LPNHE,UKI-LT2-QMUL,FR,UK,5
GRIF-LPNHE_DATADISK,UKI-LT2-RHUL_DATADISK,GRIF-LPNHE,UKI-LT2-RHUL,FR,UK,5
GRIF-LPNHE_DATADISK,UKI-NORTHGRID-LANCS-HEP_DATADISK,GRIF-LPNHE,UKI-NORTHGRID-LANCS-HEP,FR,UK,5
GRIF-LPNHE_DATADISK,UKI-NORTHGRID-MAN-HEP_DATADISK,GRIF-LPNHE,UKI-NORTHGRID-MAN-HEP,FR,UK,5
GRIF-LPNHE_DATADISK,UKI-NORTHGRID-SHEF-HEP_DATADISK,GRIF-LPNHE,,FR,,5
GRIF-LPNHE_DATADISK,UNI-FREIBURG_DATADISK,GRIF-LPNHE,UNI-FREIBURG,FR,DE,5
GRIF-LPNHE_DATADISK,UNIBE-LHEP_DATADISK,GRIF-LPNHE,UNIBE-LHEP,FR,ND,5
GRIF-LPNHE_DATADISK,UTA_SWT2_DATADISK,GRIF-LPNHE,UTA_SWT2,FR,US,5
GRIF-LPNHE_DATADISK,WEIZMANN-LCG2_DATADISK,GRIF-LPNHE,,FR,,5
IEPSAS-KOSICE_DATADISK,TECHNION-HEP_DATADISK,IEPSAS-Kosice,TECHNION-HEP,DE,NL,5
IEPSAS-KOSICE_DATADISK,UAM-LCG2_DATADISK,IEPSAS-Kosice,UAM-LCG2,DE,ES,5
IEPSAS-KOSICE_DATADISK,UKI-LT2-QMUL_DATADISK,IEPSAS-Kosice,UKI-LT2-QMUL,DE,UK,5
IEPSAS-KOSICE_DATADISK,UKI-LT2-RHUL_DATADISK,IEPSAS-Kosice,UKI-LT2-RHUL,DE,UK,5
IEPSAS-KOSICE_DATADISK,UKI-NORTHGRID-LANCS-HEP_DATADISK,IEPSAS-Kosice,UKI-NORTHGRID-LANCS-HEP,DE,UK,5
IEPSAS-KOSICE_DATADISK,UKI-NORTHGRID-LIV-HEP_DATADISK,IEPSAS-Kosice,UKI-NORTHGRID-LIV-HEP,DE,UK,5
IEPSAS-KOSICE_DATADISK,UKI-NORTHGRID-MAN-HEP_DATADISK,IEPSAS-Kosice,UKI-NORTHGRID-MAN-HEP,DE,UK,5
IEPSAS-KOSICE_DATADISK,UKI-NORTHGRID-SHEF-HEP_DATADISK,IEPSAS-Kosice,,DE,,5
IEPSAS-KOSICE_DATADISK,UKI-SCOTGRID-ECDF_DATADISK,IEPSAS-Kosice,UKI-SCOTGRID-ECDF,DE,UK,5
IEPSAS-KOSICE_DATADISK,UNI-FREIBURG_DATADISK,IEPSAS-Kosice,UNI-FREIBURG,DE,DE,5
IEPSAS-KOSICE_DATADISK,FZK-LCG2_DATADISK,IEPSAS-Kosice,FZK-LCG2,DE,DE,5
IEPSAS-KOSICE_DATADISK,WEIZMANN-LCG2_DATADISK,IEPSAS-Kosice,,DE,,5
NIKHEF_DATADISK,CERN-EXTENSION_DATADISK,NIKHEF,CERN-EXTENSION,NL,CERN,5
INFN-ROMA3_DATADISK,FZK-LCG2_DATADISK,INFN-ROMA3,FZK-LCG2,IT,DE,5
FZK-LCG2_DATADISK,INFN-ROMA3_DATADISK,FZK-LCG2,INFN-ROMA3,DE,IT,5
INFN-ROMA3_DATADISK,IFIC-LCG2_DATADISK,INFN-ROMA3,IFIC-LCG2,IT,ES,5
INFN-NAPOLI-ATLAS_DATADISK,INFN-ROMA3_DATADISK,INFN-NAPOLI-ATLAS,INFN-ROMA3,IT,IT,5
UKI-SCOTGRID-GLASGOW-CEPH_DATADISK,IL-TAU-HEP_DATADISK,UKI-SCOTGRID-GLASGOW,,UK,,5
UKI-SCOTGRID-GLASGOW-CEPH_DATADISK,INFN-COSENZA_DATADISK,UKI-SCOTGRID-GLASGOW,INFN-COSENZA,UK,IT,5
UKI-SCOTGRID-GLASGOW-CEPH_DATADISK,INFN-FRASCATI_DATADISK,UKI-SCOTGRID-GLASGOW,INFN-FRASCATI,UK,IT,5
UKI-SCOTGRID-GLASGOW-CEPH_DATADISK,INFN-MILANO-ATLASC_DATADISK,UKI-SCOTGRID-GLASGOW,INFN-MILANO-ATLASC,UK,IT,5
UKI-SCOTGRID-GLASGOW-CEPH_DATADISK,TECHNION-HEP_DATADISK,UKI-SCOTGRID-GLASGOW,TECHNION-HEP,UK,NL,5
UKI-SCOTGRID-GLASGOW-CEPH_DATADISK,UKI-LT2-BRUNEL_DATADISK,UKI-SCOTGRID-GLASGOW,UKI-LT2-Brunel,UK,UK,5
UKI-SCOTGRID-GLASGOW-CEPH_DATADISK,UKI-SOUTHGRID-OX-HEP_DATADISK,UKI-SCOTGRID-GLASGOW,UKI-SOUTHGRID-OX-HEP,UK,UK,5
UKI-SCOTGRID-GLASGOW-CEPH_DATADISK,UNIBE-LHEP_DATADISK,UKI-SCOTGRID-GLASGOW,UNIBE-LHEP,UK,ND,5
UKI-SCOTGRID-GLASGOW-CEPH_DATADISK,UTA_SWT2_DATADISK,UKI-SCOTGRID-GLASGOW,UTA_SWT2,UK,US,5
IN2P3-CPPM_DATADISK,AUSTRALIA-ATLAS_DATADISK,IN2P3-CPPM,Australia-ATLAS,FR,CA,5
IN2P3-CPPM_DATADISK,CA-VICTORIA-WESTGRID-T2_DATADISK,IN2P3-CPPM,CA-VICTORIA-WESTGRID-T2,FR,CA,5
IN2P3-CPPM_DATADISK,CSCS-LCG2_DATADISK,IN2P3-CPPM,CSCS-LCG2,FR,DE,5
IN2P3-CPPM_DATADISK,FMPHI-UNIBA_DATADISK,IN2P3-CPPM,FMPhI-UNIBA,FR,DE,5
IN2P3-CPPM_DATADISK,GOEGRID_DATADISK,IN2P3-CPPM,GoeGrid,FR,DE,5
IN2P3-CPPM_DATADISK,GRIF-IRFU_DATADISK,IN2P3-CPPM,GRIF-IRFU,FR,FR,5
IN2P3-CPPM_DATADISK,IEPSAS-KOSICE_DATADISK,IN2P3-CPPM,IEPSAS-Kosice,FR,DE,5
IN2P3-CPPM_DATADISK,IL-TAU-HEP_DATADISK,IN2P3-CPPM,,FR,,5
IN2P3-CPPM_DATADISK,IN2P3-LPC_DATADISK,IN2P3-CPPM,IN2P3-LPC,FR,FR,5
IN2P3-CPPM_DATADISK,IN2P3-LPSC_DATADISK,IN2P3-CPPM,IN2P3-LPSC,FR,FR,5
IN2P3-CPPM_DATADISK,INFN-NAPOLI-ATLAS_DATADISK,IN2P3-CPPM,INFN-NAPOLI-ATLAS,FR,IT,5
IN2P3-CPPM_DATADISK,INFN-ROMA1_DATADISK,IN2P3-CPPM,INFN-ROMA1,FR,IT,5
IN2P3-CPPM_DATADISK,INFN-T1_DATADISK,IN2P3-CPPM,INFN-T1,FR,IT,5
IN2P3-CPPM_DATADISK,NIKHEF-ELPROD_DATADISK,IN2P3-CPPM,,FR,,5
IN2P3-CPPM_DATADISK,PRAGUELCG2_DATADISK,IN2P3-CPPM,praguelcg2,FR,DE,5
IN2P3-CPPM_DATADISK,RO-07-NIPNE_DATADISK,IN2P3-CPPM,RO-07-NIPNE,FR,FR,5
IN2P3-CPPM_DATADISK,RU-PROTVINO-IHEP_DATADISK,IN2P3-CPPM,RU-Protvino-IHEP,FR,RU,5
IN2P3-CPPM_DATADISK,SARA-MATRIX_DATADISK,IN2P3-CPPM,SARA-MATRIX,FR,NL,5
IN2P3-CPPM_DATADISK,TAIWAN-LCG2_DATADISK,IN2P3-CPPM,Taiwan-LCG2,FR,TW,5
IN2P3-CPPM_DATADISK,UKI-NORTHGRID-LIV-HEP_DATADISK,IN2P3-CPPM,UKI-NORTHGRID-LIV-HEP,FR,UK,5
IN2P3-CPPM_DATADISK,UKI-NORTHGRID-SHEF-HEP_DATADISK,IN2P3-CPPM,,FR,,5
IN2P3-CPPM_DATADISK,UKI-SCOTGRID-ECDF_DATADISK,IN2P3-CPPM,UKI-SCOTGRID-ECDF,FR,UK,5
IN2P3-CPPM_DATADISK,UNI-FREIBURG_DATADISK,IN2P3-CPPM,UNI-FREIBURG,FR,DE,5
IN2P3-CPPM_DATADISK,UNIBE-LHEP_DATADISK,IN2P3-CPPM,UNIBE-LHEP,FR,ND,5
IN2P3-CPPM_DATADISK,WEIZMANN-LCG2_DATADISK,IN2P3-CPPM,,FR,,5
IEPSAS-KOSICE_DATADISK,NESE_DATADISK,IEPSAS-Kosice,BU_NESE,DE,US,5
UKI-SCOTGRID-GLASGOW-CEPH_DATADISK,BEIJING-LCG2_DATADISK,UKI-SCOTGRID-GLASGOW,BEIJING-LCG2,UK,FR,5
BEIJING-LCG2_DATADISK,UKI-SCOTGRID-GLASGOW-CEPH_DATADISK,BEIJING-LCG2,UKI-SCOTGRID-GLASGOW,FR,UK,5
UKI-SCOTGRID-GLASGOW-CEPH_DATADISK,BNLHPC_DATADISK,UKI-SCOTGRID-GLASGOW,BNLHPC,UK,US,5
BNLHPC_DATADISK,UKI-SCOTGRID-GLASGOW-CEPH_DATADISK,BNLHPC,UKI-SCOTGRID-GLASGOW,US,UK,5
UKI-SCOTGRID-GLASGOW-CEPH_DATADISK,CA-TRIUMF-DYNAFED_DATADISK,UKI-SCOTGRID-GLASGOW,,UK,,5
CA-TRIUMF-DYNAFED_DATADISK,UKI-SCOTGRID-GLASGOW-CEPH_DATADISK,,UKI-SCOTGRID-GLASGOW,,UK,5
INFN-MILANO-ATLASC_DATADISK,UKI-SCOTGRID-GLASGOW-CEPH_DATADISK,INFN-MILANO-ATLASC,UKI-SCOTGRID-GLASGOW,IT,UK,5
UKI-SCOTGRID-GLASGOW-CEPH_DATADISK,NCG-INGRID-PT_DATADISK,UKI-SCOTGRID-GLASGOW,NCG-INGRID-PT,UK,ES,5
NCG-INGRID-PT_DATADISK,UKI-SCOTGRID-GLASGOW-CEPH_DATADISK,NCG-INGRID-PT,UKI-SCOTGRID-GLASGOW,ES,UK,5
UKI-SCOTGRID-GLASGOW-CEPH_DATADISK,NERSC_DATADISK,UKI-SCOTGRID-GLASGOW,,UK,,5
UKI-SCOTGRID-GLASGOW-CEPH_DATADISK,CYFRONET-LCG2_DATADISK,UKI-SCOTGRID-GLASGOW,CYFRONET-LCG2,UK,DE,5
CYFRONET-LCG2_DATADISK,UKI-SCOTGRID-GLASGOW-CEPH_DATADISK,CYFRONET-LCG2,UKI-SCOTGRID-GLASGOW,DE,UK,5
UKI-SCOTGRID-GLASGOW-CEPH_DATADISK,NESE_DATADISK,UKI-SCOTGRID-GLASGOW,BU_NESE,UK,US,5
NESE_DATADISK,UKI-SCOTGRID-GLASGOW-CEPH_DATADISK,BU_NESE,UKI-SCOTGRID-GLASGOW,US,UK,5
UKI-SCOTGRID-GLASGOW-CEPH_DATADISK,NIKHEF_DATADISK,UKI-SCOTGRID-GLASGOW,NIKHEF,UK,NL,5
NIKHEF_DATADISK,UKI-SCOTGRID-GLASGOW-CEPH_DATADISK,NIKHEF,UKI-SCOTGRID-GLASGOW,NL,UK,5
UKI-SCOTGRID-GLASGOW-CEPH_DATADISK,EELA-UTFSM_DATADISK,UKI-SCOTGRID-GLASGOW,EELA-UTFSM,UK,ES,5
EELA-UTFSM_DATADISK,UKI-SCOTGRID-GLASGOW-CEPH_DATADISK,EELA-UTFSM,UKI-SCOTGRID-GLASGOW,ES,UK,5
UKI-SCOTGRID-GLASGOW-CEPH_DATADISK,FMPHI-UNIBA_DATADISK,UKI-SCOTGRID-GLASGOW,FMPhI-UNIBA,UK,DE,5
UKI-SCOTGRID-GLASGOW-CEPH_DATADISK,IEPSAS-KOSICE_DATADISK,UKI-SCOTGRID-GLASGOW,IEPSAS-Kosice,UK,DE,5
UKI-SCOTGRID-GLASGOW-CEPH_DATADISK,PSNC_DATADISK,UKI-SCOTGRID-GLASGOW,,UK,,5
UKI-SCOTGRID-GLASGOW-CEPH_DATADISK,RU-PROTVINO-IHEP_DATADISK,UKI-SCOTGRID-GLASGOW,RU-Protvino-IHEP,UK,RU,5
RU-PROTVINO-IHEP_DATADISK,UKI-SCOTGRID-GLASGOW-CEPH_DATADISK,RU-Protvino-IHEP,UKI-SCOTGRID-GLASGOW,RU,UK,5
IL-TAU-HEP_DATADISK,DESY-HH_DATADISK,,DESY-HH,,DE,5
IL-TAU-HEP_DATADISK,IEPSAS-KOSICE_DATADISK,,IEPSAS-Kosice,,DE,5
IL-TAU-HEP_DATADISK,IN2P3-LPSC_DATADISK,,IN2P3-LPSC,,FR,5
IL-TAU-HEP_DATADISK,INFN-NAPOLI-ATLAS_DATADISK,,INFN-NAPOLI-ATLAS,,IT,5
IL-TAU-HEP_DATADISK,NIKHEF-ELPROD_DATADISK,,,,,5
UKI-LT2-RHUL_DATADISK,AUSTRALIA-ATLAS_DATADISK,UKI-LT2-RHUL,Australia-ATLAS,UK,CA,5
IL-TAU-HEP_DATADISK,PRAGUELCG2_DATADISK,,praguelcg2,,DE,5
IL-TAU-HEP_DATADISK,SLACXRD_DATADISK,,WT2,,US,5
IL-TAU-HEP_DATADISK,TAIWAN-LCG2_DATADISK,,Taiwan-LCG2,,TW,5
IL-TAU-HEP_DATADISK,UKI-LT2-QMUL_DATADISK,,UKI-LT2-QMUL,,UK,5
IL-TAU-HEP_DATADISK,UKI-LT2-RHUL_DATADISK,,UKI-LT2-RHUL,,UK,5
IL-TAU-HEP_DATADISK,UKI-NORTHGRID-MAN-HEP_DATADISK,,UKI-NORTHGRID-MAN-HEP,,UK,5
IL-TAU-HEP_DATADISK,UKI-NORTHGRID-SHEF-HEP_DATADISK,,,,,5
IL-TAU-HEP_DATADISK,UNI-FREIBURG_DATADISK,,UNI-FREIBURG,,DE,5
IL-TAU-HEP_DATADISK,WEIZMANN-LCG2_DATADISK,,,,,5
IL-TAU-HEP_DATADISK,WUPPERTALPROD_DATADISK,,wuppertalprod,,DE,5
JINR-LCG2_DATADISK,MWT2_DATADISK,JINR-LCG2,MWT2,RU,US,5
JINR-LCG2_DATADISK,UKI-SCOTGRID-ECDF_DATADISK,JINR-LCG2,UKI-SCOTGRID-ECDF,RU,UK,5
IN2P3-CC_DATADISK,EELA-UTFSM_DATADISK,IN2P3-CC,EELA-UTFSM,FR,ES,5
IN2P3-CC_DATADISK,TR-10-ULAKBIM_DATADISK,IN2P3-CC,TR-10-ULAKBIM,FR,NL,5
IN2P3-CC_DATADISK,UKI-SCOTGRID-DURHAM_DATADISK,IN2P3-CC,UKI-SCOTGRID-DURHAM,FR,UK,5
FZK-LCG2_DATADISK,NESE_DATADISK,FZK-LCG2,BU_NESE,DE,US,5
INFN-FRASCATI_DATADISK,CA-VICTORIA-WESTGRID-T2_DATADISK,INFN-FRASCATI,CA-VICTORIA-WESTGRID-T2,IT,CA,5
INFN-FRASCATI_DATADISK,DESY-HH_DATADISK,INFN-FRASCATI,DESY-HH,IT,DE,5
INFN-FRASCATI_DATADISK,EELA-UTFSM_DATADISK,INFN-FRASCATI,EELA-UTFSM,IT,ES,5
INFN-FRASCATI_DATADISK,IFAE_DATADISK,INFN-FRASCATI,ifae,IT,ES,5
INFN-FRASCATI_DATADISK,IN2P3-LPC_DATADISK,INFN-FRASCATI,IN2P3-LPC,IT,FR,5
INFN-FRASCATI_DATADISK,INFN-NAPOLI-ATLAS_DATADISK,INFN-FRASCATI,INFN-NAPOLI-ATLAS,IT,IT,5
INFN-FRASCATI_DATADISK,NIKHEF-ELPROD_DATADISK,INFN-FRASCATI,,IT,,5
INFN-FRASCATI_DATADISK,PRAGUELCG2_DATADISK,INFN-FRASCATI,praguelcg2,IT,DE,5
INFN-FRASCATI_DATADISK,UKI-LT2-RHUL_DATADISK,INFN-FRASCATI,UKI-LT2-RHUL,IT,UK,5
INFN-FRASCATI_DATADISK,UKI-NORTHGRID-SHEF-HEP_DATADISK,INFN-FRASCATI,,IT,,5
INFN-FRASCATI_DATADISK,UNI-FREIBURG_DATADISK,INFN-FRASCATI,UNI-FREIBURG,IT,DE,5
INFN-FRASCATI_DATADISK,WEIZMANN-LCG2_DATADISK,INFN-FRASCATI,,IT,,5
IN2P3-LPC_DATADISK,INFN-NAPOLI-ATLAS_DATADISK,IN2P3-LPC,INFN-NAPOLI-ATLAS,FR,IT,5
IN2P3-LPC_DATADISK,LRZ-LMU_DATADISK,IN2P3-LPC,LRZ-LMU,FR,DE,5
IN2P3-LPC_DATADISK,MPPMU_DATADISK,IN2P3-LPC,MPPMU,FR,DE,5
IN2P3-LPC_DATADISK,NDGF-T1_DATADISK,IN2P3-LPC,NDGF-T1,FR,ND,5
IN2P3-LPC_DATADISK,NIKHEF-ELPROD_DATADISK,IN2P3-LPC,,FR,,5
IN2P3-LPC_DATADISK,PIC_DATADISK,IN2P3-LPC,pic,FR,ES,5
IN2P3-LPC_DATADISK,PRAGUELCG2_DATADISK,IN2P3-LPC,praguelcg2,FR,DE,5
IN2P3-LPC_DATADISK,RO-07-NIPNE_DATADISK,IN2P3-LPC,RO-07-NIPNE,FR,FR,5
IN2P3-LPC_DATADISK,RU-PROTVINO-IHEP_DATADISK,IN2P3-LPC,RU-Protvino-IHEP,FR,RU,5
IN2P3-LPC_DATADISK,SWT2_CPB_DATADISK,IN2P3-LPC,SWT2_CPB,FR,US,5
IN2P3-LPC_DATADISK,TAIWAN-LCG2_DATADISK,IN2P3-LPC,Taiwan-LCG2,FR,TW,5
IN2P3-LPC_DATADISK,UKI-LT2-QMUL_DATADISK,IN2P3-LPC,UKI-LT2-QMUL,FR,UK,5
IN2P3-LPC_DATADISK,UKI-NORTHGRID-LANCS-HEP_DATADISK,IN2P3-LPC,UKI-NORTHGRID-LANCS-HEP,FR,UK,5
IN2P3-LPC_DATADISK,UKI-NORTHGRID-LIV-HEP_DATADISK,IN2P3-LPC,UKI-NORTHGRID-LIV-HEP,FR,UK,5
IN2P3-LPC_DATADISK,UKI-NORTHGRID-MAN-HEP_DATADISK,IN2P3-LPC,UKI-NORTHGRID-MAN-HEP,FR,UK,5
IN2P3-LPC_DATADISK,WUPPERTALPROD_DATADISK,IN2P3-LPC,wuppertalprod,FR,DE,5
IN2P3-LPSC_DATADISK,CA-VICTORIA-WESTGRID-T2_DATADISK,IN2P3-LPSC,CA-VICTORIA-WESTGRID-T2,FR,CA,5
IN2P3-LPSC_DATADISK,CSCS-LCG2_DATADISK,IN2P3-LPSC,CSCS-LCG2,FR,DE,5
IN2P3-LPSC_DATADISK,UKI-LT2-RHUL_DATADISK,IN2P3-LPSC,UKI-LT2-RHUL,FR,UK,5
IN2P3-LPSC_DATADISK,UKI-NORTHGRID-SHEF-HEP_DATADISK,IN2P3-LPSC,,FR,,5
IN2P3-LPSC_DATADISK,UKI-SCOTGRID-ECDF_DATADISK,IN2P3-LPSC,UKI-SCOTGRID-ECDF,FR,UK,5
IN2P3-LPSC_DATADISK,UNI-FREIBURG_DATADISK,IN2P3-LPSC,UNI-FREIBURG,FR,DE,5
IN2P3-LAPP_DATADISK,AUSTRALIA-ATLAS_DATADISK,IN2P3-LAPP,Australia-ATLAS,FR,CA,5
IN2P3-LAPP_DATADISK,BEIJING-LCG2_DATADISK,IN2P3-LAPP,BEIJING-LCG2,FR,FR,5
IN2P3-LAPP_DATADISK,CSCS-LCG2_DATADISK,IN2P3-LAPP,CSCS-LCG2,FR,DE,5
IN2P3-LAPP_DATADISK,GRIF-IRFU_DATADISK,IN2P3-LAPP,GRIF-IRFU,FR,FR,5
IN2P3-LAPP_DATADISK,GRIF-LAL_DATADISK,IN2P3-LAPP,GRIF-LAL,FR,FR,5
IN2P3-LAPP_DATADISK,GRIF-LPNHE_DATADISK,IN2P3-LAPP,GRIF-LPNHE,FR,FR,5
IN2P3-LAPP_DATADISK,IEPSAS-KOSICE_DATADISK,IN2P3-LAPP,IEPSAS-Kosice,FR,DE,5
IN2P3-LAPP_DATADISK,IFAE_DATADISK,IN2P3-LAPP,ifae,FR,ES,5
IN2P3-LAPP_DATADISK,IL-TAU-HEP_DATADISK,IN2P3-LAPP,,FR,,5
IN2P3-LAPP_DATADISK,IN2P3-LPC_DATADISK,IN2P3-LAPP,IN2P3-LPC,FR,FR,5
IN2P3-LPSC_DATADISK,GOEGRID_DATADISK,IN2P3-LPSC,GoeGrid,FR,DE,5
IN2P3-LPSC_DATADISK,GRIF-LPNHE_DATADISK,IN2P3-LPSC,GRIF-LPNHE,FR,FR,5
IN2P3-LPSC_DATADISK,IEPSAS-KOSICE_DATADISK,IN2P3-LPSC,IEPSAS-Kosice,FR,DE,5
IN2P3-LPSC_DATADISK,IFAE_DATADISK,IN2P3-LPSC,ifae,FR,ES,5
IN2P3-LPSC_DATADISK,IN2P3-CPPM_DATADISK,IN2P3-LPSC,IN2P3-CPPM,FR,FR,5
IN2P3-LPSC_DATADISK,IN2P3-LPC_DATADISK,IN2P3-LPSC,IN2P3-LPC,FR,FR,5
IN2P3-LAPP_DATADISK,INFN-FRASCATI_DATADISK,IN2P3-LAPP,INFN-FRASCATI,FR,IT,5
IN2P3-LAPP_DATADISK,INFN-MILANO-ATLASC_DATADISK,IN2P3-LAPP,INFN-MILANO-ATLASC,FR,IT,5
IN2P3-LAPP_DATADISK,JINR-LCG2_DATADISK,IN2P3-LAPP,JINR-LCG2,FR,RU,5
IN2P3-LAPP_DATADISK,NCG-INGRID-PT_DATADISK,IN2P3-LAPP,NCG-INGRID-PT,FR,ES,5
IN2P3-LPSC_DATADISK,WEIZMANN-LCG2_DATADISK,IN2P3-LPSC,,FR,,5
IN2P3-LAPP_DATADISK,PSNC_DATADISK,IN2P3-LAPP,,FR,,5
IN2P3-LAPP_DATADISK,RU-PROTVINO-IHEP_DATADISK,IN2P3-LAPP,RU-Protvino-IHEP,FR,RU,5
IN2P3-LAPP_DATADISK,UKI-LT2-BRUNEL_DATADISK,IN2P3-LAPP,UKI-LT2-Brunel,FR,UK,5
IN2P3-LAPP_DATADISK,UKI-SCOTGRID-DURHAM_DATADISK,IN2P3-LAPP,UKI-SCOTGRID-DURHAM,FR,UK,5
IN2P3-LAPP_DATADISK,UKI-SCOTGRID-ECDF_DATADISK,IN2P3-LAPP,UKI-SCOTGRID-ECDF,FR,UK,5
IN2P3-LAPP_DATADISK,UKI-SOUTHGRID-OX-HEP_DATADISK,IN2P3-LAPP,UKI-SOUTHGRID-OX-HEP,FR,UK,5
IN2P3-LAPP_DATADISK,UKI-SOUTHGRID-RALPP_DATADISK,IN2P3-LAPP,UKI-SOUTHGRID-RALPP,FR,UK,5
IN2P3-LAPP_DATADISK,UNIBE-LHEP_DATADISK,IN2P3-LAPP,UNIBE-LHEP,FR,ND,5
