,scope,name,rse,available_bytes,available_length,created_at,updated_at,accessed_at,length,bytes,state,official,available_gb,gb,cloud,site,tier,freespace,datetime
0,mc16_13TeV,mc16_13TeV.364250.Sherpa_222_NNPDF30NNLO_llll.deriv.DAOD_HIGG4D1.e5894_e5984_s3126_r10201_r10210_p3978_tid19355626_00,JINR-LCG2_DATADISK,35852712628,25,2021-07-22 08:41:13,2021-07-25 11:06:03,2021-07-22 09:34:37,190,403264512568,UNAVAILABLE,False,33.39,375.57,RU,JINR-LCG2,2,777,09-28-2021
1,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267606_00,JINR-LCG2_DATADISK,1409385549714,179,2021-08-13 03:12:39,2021-08-20 03:13:23,2021-08-14 03:39:54,180,1414498443641,UNAVAILABLE,False,1312.59,1317.35,RU,JINR-LCG2,2,777,09-28-2021
2,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267610_00,JINR-LCG2_DATADISK,1004154980515,121,2021-08-13 22:56:23,2021-08-15 03:44:18,2021-08-14 21:01:15,179,1413894118328,UNAVAILABLE,False,935.19,1316.79,RU,JINR-LCG2,2,777,09-28-2021
3,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267634_00,JINR-LCG2_DATADISK,25483941457,3,2021-08-14 02:16:58,2021-08-14 09:42:48,2021-08-14 02:43:49,180,1415097383433,UNAVAILABLE,False,23.73,1317.91,RU,JINR-LCG2,2,777,09-28-2021
4,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267638_00,JINR-LCG2_DATADISK,97868849449,20,2021-08-14 10:08:42,2021-09-15 14:04:04,2021-09-15 14:04:04,180,1412667653411,UNAVAILABLE,False,91.15,1315.65,RU,JINR-LCG2,2,777,09-28-2021
5,mc16_13TeV,mc16_13TeV.364250.Sherpa_222_NNPDF30NNLO_llll.deriv.DAOD_HIGG4D1.e5894_e5984_s3126_r10201_r10210_p3978_tid19355626_00,SARA-MATRIX_DATADISK,403264512568,190,2019-10-08 22:37:25,2021-09-23 03:46:58,2021-09-23 03:46:58,190,403264512568,AVAILABLE,True,375.57,375.57,NL,SARA-MATRIX,1,421,09-28-2021
6,mc16_13TeV,mc16_13TeV.364250.Sherpa_222_NNPDF30NNLO_llll.deriv.DAOD_HIGG4D1.e5894_e5984_s3126_r10201_r10210_p3978_tid19355626_00,NDGF-T1_DATADISK,44813577533,29,2021-08-30 18:44:09,2021-08-31 17:02:18,2021-08-31 13:06:55,190,403264512568,UNAVAILABLE,False,41.74,375.57,ND,NDGF-T1,1,3663,09-28-2021
7,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267646_00,NDGF-T1_DATADISK,1415568038634,181,2021-08-31 13:24:51,2021-09-14 11:40:30,2021-09-14 11:40:30,181,1415568038634,AVAILABLE,False,1318.35,1318.35,ND,NDGF-T1,1,3663,09-28-2021
8,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267654_00,NDGF-T1_DATADISK,668407052432,82,2021-08-31 13:24:35,2021-09-15 15:03:43,2021-09-15 15:03:43,182,1415814209400,UNAVAILABLE,False,622.5,1318.58,ND,NDGF-T1,1,3663,09-28-2021
9,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267593_00,NDGF-T1_DATADISK,321839472541,48,2021-08-30 14:41:48,2021-09-23 21:02:28,2021-09-23 21:02:28,1350,11053940458855,UNAVAILABLE,False,299.74,10294.78,ND,NDGF-T1,1,3663,09-28-2021
10,mc16_13TeV,mc16_13TeV.364250.Sherpa_222_NNPDF30NNLO_llll.deriv.DAOD_HIGG4D1.e5894_e5984_s3126_r10201_r10210_p3978_tid19355626_00,GRIF-LAL_DATADISK,233030780284,104,2021-07-22 08:41:13,2021-08-01 21:46:21,2021-07-31 22:48:26,190,403264512568,UNAVAILABLE,False,217.03,375.57,FR,GRIF-LAL,2,909,09-28-2021
11,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267640_00,GRIF-LAL_DATADISK,160197630442,19,2021-08-16 19:38:53,2021-08-17 03:45:28,2021-08-16 20:35:07,180,1414053618519,UNAVAILABLE,False,149.2,1316.94,FR,GRIF-LAL,2,909,09-28-2021
12,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_s3136_r10724_r10726_p4323_tid23267679_00,GRIF-LAL_DATADISK,659413367358,89,2021-07-18 00:11:15,2021-07-18 14:22:33,2021-07-18 02:26:28,182,1417136734917,UNAVAILABLE,False,614.13,1319.81,FR,GRIF-LAL,2,909,09-28-2021
13,mc16_13TeV,mc16_13TeV.364250.Sherpa_222_NNPDF30NNLO_llll.deriv.DAOD_HIGG4D1.e5894_e5984_s3126_r10201_r10210_p3978_tid19355626_00,RAL-LCG2-ECHO_DATADISK,179260053129,89,2021-08-30 18:52:37,2021-09-19 18:25:49,2021-09-16 11:03:58,190,403264512568,UNAVAILABLE,False,166.95,375.57,UK,RAL-LCG2,1,3442,09-28-2021
14,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267606_00,RAL-LCG2-ECHO_DATADISK,1414498443641,180,2020-11-23 03:28:57,2021-09-28 08:58:38,2021-09-28 08:58:38,180,1414498443641,AVAILABLE,True,1317.35,1317.35,UK,RAL-LCG2,1,3442,09-28-2021
15,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267610_00,RAL-LCG2-ECHO_DATADISK,1413894118328,179,2020-11-23 03:43:39,2021-09-28 03:06:22,2021-09-28 03:06:22,179,1413894118328,AVAILABLE,True,1316.79,1316.79,UK,RAL-LCG2,1,3442,09-28-2021
16,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267612_00,RAL-LCG2-ECHO_DATADISK,177267108263,27,2021-06-13 19:25:07,2021-09-26 15:37:59,2021-09-26 15:37:59,193,1415588755840,UNAVAILABLE,False,165.09,1318.37,UK,RAL-LCG2,1,3442,09-28-2021
17,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267634_00,RAL-LCG2-ECHO_DATADISK,1415097383433,180,2020-11-23 03:58:20,2021-09-28 04:37:34,2021-09-28 04:37:34,180,1415097383433,AVAILABLE,True,1317.91,1317.91,UK,RAL-LCG2,1,3442,09-28-2021
18,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267638_00,RAL-LCG2-ECHO_DATADISK,1412667653411,180,2020-11-23 03:46:19,2021-09-28 04:38:31,2021-09-28 04:38:31,180,1412667653411,AVAILABLE,True,1315.65,1315.65,UK,RAL-LCG2,1,3442,09-28-2021
19,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267644_00,RAL-LCG2-ECHO_DATADISK,1293309682208,164,2021-09-25 17:04:03,2021-09-26 07:46:21,2021-09-26 01:24:40,179,1413767901229,UNAVAILABLE,False,1204.49,1316.67,UK,RAL-LCG2,1,3442,09-28-2021
20,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267648_00,RAL-LCG2-ECHO_DATADISK,1357573070937,200,2021-08-28 15:39:52,2021-09-11 20:44:55,2021-09-11 20:44:55,203,1378882889617,UNAVAILABLE,False,1264.34,1284.18,UK,RAL-LCG2,1,3442,09-28-2021
21,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267659_00,RAL-LCG2-ECHO_DATADISK,1416842331365,180,2021-08-03 06:57:48,2021-09-02 00:34:39,2021-09-01 09:47:51,180,1416842331365,AVAILABLE,False,1319.54,1319.54,UK,RAL-LCG2,1,3442,09-28-2021
22,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267661_00,RAL-LCG2-ECHO_DATADISK,1416725731884,181,2021-05-28 04:57:32,2021-09-20 09:17:03,2021-09-20 09:17:03,181,1416725731884,AVAILABLE,False,1319.43,1319.43,UK,RAL-LCG2,1,3442,09-28-2021
23,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_s3136_r10724_r10726_p4323_tid23267675_00,RAL-LCG2-ECHO_DATADISK,87929291138,11,2021-08-28 03:22:01,2021-08-29 06:20:52,2021-08-29 05:25:49,185,1408845784709,UNAVAILABLE,False,81.89,1312.09,UK,RAL-LCG2,1,3442,09-28-2021
24,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_s3136_r10724_r10726_p4323_tid23267679_00,RAL-LCG2-ECHO_DATADISK,1287948037533,166,2021-08-04 02:52:21,2021-09-26 09:46:12,2021-09-26 05:55:27,182,1417136734917,UNAVAILABLE,False,1199.5,1319.81,UK,RAL-LCG2,1,3442,09-28-2021
25,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267593_00,RAL-LCG2-ECHO_DATADISK,10535031804571,1287,2021-06-14 00:22:27,2021-09-23 22:05:47,2021-09-23 22:05:47,1350,11053940458855,UNAVAILABLE,False,9811.51,10294.78,UK,RAL-LCG2,1,3442,09-28-2021
26,mc16_13TeV,mc16_13TeV.364250.Sherpa_222_NNPDF30NNLO_llll.deriv.DAOD_HIGG4D1.e5894_e5984_s3126_r10201_r10210_p3978_tid19355626_00,UKI-NORTHGRID-MAN-HEP_DATADISK,125463705181,56,2021-08-30 18:44:09,2021-08-31 17:01:34,,190,403264512568,UNAVAILABLE,False,116.85,375.57,UK,UKI-NORTHGRID-MAN-HEP,2,526,09-28-2021
27,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267593_00,UKI-NORTHGRID-MAN-HEP_DATADISK,51033005726,6,2021-08-30 18:36:48,2021-09-23 21:18:02,2021-09-23 21:18:02,1350,11053940458855,UNAVAILABLE,False,47.53,10294.78,UK,UKI-NORTHGRID-MAN-HEP,2,526,09-28-2021
28,mc16_13TeV,mc16_13TeV.364250.Sherpa_222_NNPDF30NNLO_llll.deriv.DAOD_HIGG4D1.e5894_e5984_s3126_r10201_r10210_p3978_tid19355626_00,AGLT2_DATADISK,264359843979,127,2021-05-31 02:58:52,2021-08-17 09:00:58,2021-08-17 09:00:58,190,403264512568,UNAVAILABLE,False,246.2,375.57,US,AGLT2,2,4054,09-28-2021
29,mc16_13TeV,mc16_13TeV.346344.PhPy8EG_A14NNPDF23_NNPDF30ME_ttH125_semilep.deriv.DAOD_HIGG4D2.e7148_e5984_s3126_r9364_r9315_p4095_tid20698616_00,AGLT2_DATADISK,182327095558,160,2021-08-18 06:56:12,2021-08-21 09:42:38,2021-08-18 16:32:56,221,284490618432,UNAVAILABLE,False,169.81,264.95,US,AGLT2,2,4054,09-28-2021
30,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267604_00,AGLT2_DATADISK,146030558930,18,2021-06-11 16:40:03,2021-06-12 12:10:25,2021-06-11 17:09:02,185,1416901445891,UNAVAILABLE,False,136.0,1319.59,US,AGLT2,2,4054,09-28-2021
31,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267606_00,AGLT2_DATADISK,599160828237,73,2021-08-13 22:02:46,2021-08-15 09:42:51,2021-08-15 00:46:56,180,1414498443641,UNAVAILABLE,False,558.01,1317.35,US,AGLT2,2,4054,09-28-2021
32,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267626_00,AGLT2_DATADISK,15610479674,2,2021-08-02 13:09:20,2021-08-02 18:13:01,2021-08-02 13:24:33,188,1415111896815,UNAVAILABLE,False,14.54,1317.93,US,AGLT2,2,4054,09-28-2021
33,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267628_00,AGLT2_DATADISK,1414497460758,179,2021-06-06 01:55:02,2021-09-25 18:34:00,2021-09-25 18:34:00,179,1414497460758,AVAILABLE,False,1317.35,1317.35,US,AGLT2,2,4054,09-28-2021
34,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267630_00,AGLT2_DATADISK,1414955905886,188,2020-11-25 06:39:25,2021-09-28 01:13:58,2021-09-28 01:13:58,188,1414955905886,AVAILABLE,True,1317.78,1317.78,US,AGLT2,2,4054,09-28-2021
35,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267634_00,AGLT2_DATADISK,780013569826,95,2021-08-13 21:52:59,2021-08-15 09:42:51,2021-08-14 23:18:14,180,1415097383433,UNAVAILABLE,False,726.44,1317.91,US,AGLT2,2,4054,09-28-2021
36,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267648_00,AGLT2_DATADISK,1378882889617,203,2020-11-26 02:29:45,2021-09-28 01:17:55,2021-09-28 01:17:55,203,1378882889617,AVAILABLE,True,1284.18,1284.18,US,AGLT2,2,4054,09-28-2021
37,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267657_00,AGLT2_DATADISK,480039631283,68,2021-09-25 17:43:05,2021-09-26 03:49:46,2021-09-25 19:48:22,68,480039631283,AVAILABLE,False,447.07,447.07,US,AGLT2,2,4054,09-28-2021
38,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_s3136_r10724_r10726_p4323_tid23267665_00,AGLT2_DATADISK,8523231419,1,2021-08-03 11:44:45,2021-08-04 05:44:09,2021-08-03 12:05:39,185,1398382904135,UNAVAILABLE,False,7.94,1302.35,US,AGLT2,2,4054,09-28-2021
39,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_s3136_r10724_r10726_p4323_tid23267675_00,AGLT2_DATADISK,41107824995,5,2021-08-29 03:49:46,2021-08-29 15:39:48,2021-08-29 04:15:42,185,1408845784709,UNAVAILABLE,False,38.28,1312.09,US,AGLT2,2,4054,09-28-2021
40,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_s3136_r10724_r10726_p4323_tid23267679_00,AGLT2_DATADISK,8510862728,1,2021-08-03 11:43:49,2021-08-04 03:45:41,2021-08-03 12:05:30,182,1417136734917,UNAVAILABLE,True,7.93,1319.81,US,AGLT2,2,4054,09-28-2021
41,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267593_00,AGLT2_DATADISK,267994954486,41,2021-08-22 08:07:17,2021-09-23 21:02:31,2021-09-23 21:02:31,1350,11053940458855,UNAVAILABLE,False,249.59,10294.78,US,AGLT2,2,4054,09-28-2021
42,mc16_13TeV,mc16_13TeV.364250.Sherpa_222_NNPDF30NNLO_llll.deriv.DAOD_HIGG4D1.e5894_e5984_s3126_r10201_r10210_p3978_tid19355626_00,CERN-PROD_SCRATCHDISK,403264512568,190,2021-09-22 07:38:03,2021-09-28 05:38:43,2021-09-28 05:38:43,190,403264512568,AVAILABLE,True,375.57,375.57,CERN,CERN-PROD,0,473,09-28-2021
43,mc16_13TeV,mc16_13TeV.364250.Sherpa_222_NNPDF30NNLO_llll.deriv.DAOD_HIGG4D1.e5894_e5984_s3126_r10201_r10210_p3978_tid19355626_00,IN2P3-CC_DATADISK,179260053129,89,2021-08-31 12:48:14,2021-09-07 12:51:22,,190,403264512568,UNAVAILABLE,False,166.95,375.57,FR,IN2P3-CC,1,3516,09-28-2021
44,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267606_00,IN2P3-CC_DATADISK,1414498443641,180,2021-08-13 09:57:12,2021-09-15 15:47:01,2021-09-15 15:47:01,180,1414498443641,AVAILABLE,False,1317.35,1317.35,FR,IN2P3-CC,1,3516,09-28-2021
45,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267616_00,IN2P3-CC_DATADISK,1415533257043,182,2020-11-23 04:13:08,2021-09-27 22:33:48,2021-09-27 22:33:48,182,1415533257043,AVAILABLE,True,1318.32,1318.32,FR,IN2P3-CC,1,3516,09-28-2021
46,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267630_00,IN2P3-CC_DATADISK,1086087146258,147,2021-06-13 16:01:21,2021-08-23 13:53:13,2021-08-23 13:53:13,188,1414955905886,UNAVAILABLE,False,1011.5,1317.78,FR,IN2P3-CC,1,3516,09-28-2021
47,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267640_00,IN2P3-CC_DATADISK,1414053618519,180,2020-11-23 04:24:57,2021-09-27 22:33:34,2021-09-27 22:33:34,180,1414053618519,AVAILABLE,True,1316.94,1316.94,FR,IN2P3-CC,1,3516,09-28-2021
48,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267644_00,IN2P3-CC_DATADISK,1413767901229,179,2021-08-02 22:47:53,2021-09-26 08:44:01,2021-09-26 00:57:39,179,1413767901229,AVAILABLE,False,1316.67,1316.67,FR,IN2P3-CC,1,3516,09-28-2021
49,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267648_00,IN2P3-CC_DATADISK,811526503980,115,2021-08-15 02:30:01,2021-09-15 13:04:50,2021-09-15 13:04:50,203,1378882889617,UNAVAILABLE,False,755.79,1284.18,FR,IN2P3-CC,1,3516,09-28-2021
50,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267657_00,IN2P3-CC_DATADISK,480039631283,68,2021-08-02 22:48:16,2021-09-25 18:00:38,2021-09-25 18:00:38,68,480039631283,AVAILABLE,False,447.07,447.07,FR,IN2P3-CC,1,3516,09-28-2021
51,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_s3136_r10724_r10726_p4323_tid23267675_00,IN2P3-CC_DATADISK,1408845784709,185,2021-06-02 04:43:20,2021-09-19 18:00:19,2021-09-19 18:00:19,185,1408845784709,AVAILABLE,False,1312.09,1312.09,FR,IN2P3-CC,1,3516,09-28-2021
52,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267593_00,IN2P3-CC_DATADISK,11053940458855,1350,2021-02-23 17:23:02,2021-09-23 22:13:18,2021-09-23 22:13:18,1350,11053940458855,AVAILABLE,False,10294.78,10294.78,FR,IN2P3-CC,1,3516,09-28-2021
53,mc16_13TeV,mc16_13TeV.364250.Sherpa_222_NNPDF30NNLO_llll.deriv.DAOD_HIGG4D1.e5894_e5984_s3126_r10201_r10210_p3978_tid19355638_00,CERN-PROD_DATADISK,402697549992,117,2019-10-11 23:45:21,2021-09-28 08:52:33,2021-09-28 08:52:33,117,402697549992,AVAILABLE,True,375.04,375.04,CERN,CERN-PROD,0,4092,09-28-2021
54,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267642_00,CERN-PROD_DATADISK,1415887632461,181,2020-11-25 06:43:21,2021-09-27 22:11:45,2021-09-27 22:11:45,181,1415887632461,AVAILABLE,True,1318.65,1318.65,CERN,CERN-PROD,0,4092,09-28-2021
55,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_s3136_r10724_r10726_p4323_tid23267679_00,CERN-PROD_DATADISK,1417136734917,182,2021-09-25 17:03:44,2021-09-26 07:06:39,2021-09-25 23:03:49,182,1417136734917,AVAILABLE,False,1319.81,1319.81,CERN,CERN-PROD,0,4092,09-28-2021
56,mc16_13TeV,mc16_13TeV.346344.PhPy8EG_A14NNPDF23_NNPDF30ME_ttH125_semilep.deriv.DAOD_HIGG4D2.e7148_e5984_s3126_r9364_r9315_p4095_tid20698616_00,MWT2_DATADISK,17831921998,4,2021-08-25 10:58:05,2021-08-25 20:35:59,2021-08-25 11:25:59,221,284490618432,UNAVAILABLE,False,16.61,264.95,US,MWT2,2,2131,09-28-2021
57,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267626_00,MWT2_DATADISK,385637183432,57,2021-08-18 07:18:03,2021-08-18 16:25:35,2021-08-18 08:43:47,188,1415111896815,UNAVAILABLE,False,359.15,1317.93,US,MWT2,2,2131,09-28-2021
58,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267630_00,MWT2_DATADISK,1414955905886,188,2021-06-20 04:17:27,2021-09-12 01:36:44,2021-09-12 01:36:44,188,1414955905886,AVAILABLE,True,1317.78,1317.78,US,MWT2,2,2131,09-28-2021
59,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267661_00,MWT2_DATADISK,379999958464,55,2021-08-22 16:08:02,2021-09-10 12:24:29,2021-09-10 01:12:01,181,1416725731884,UNAVAILABLE,False,353.9,1319.43,US,MWT2,2,2131,09-28-2021
60,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_s3136_r10724_r10726_p4323_tid23267669_00,MWT2_DATADISK,1416766183878,182,2020-11-23 03:37:30,2021-09-27 23:21:29,2021-09-27 23:21:29,182,1416766183878,AVAILABLE,True,1319.47,1319.47,US,MWT2,2,2131,09-28-2021
61,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_s3136_r10724_r10726_p4323_tid23267675_00,MWT2_DATADISK,1369119035504,180,2021-08-30 22:04:29,2021-09-19 18:56:41,2021-09-19 18:56:41,185,1408845784709,UNAVAILABLE,False,1275.09,1312.09,US,MWT2,2,2131,09-28-2021
62,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267593_00,MWT2_DATADISK,10890873549253,1322,2021-07-25 02:38:57,2021-09-23 22:05:34,2021-09-23 22:05:34,1350,11053940458855,UNAVAILABLE,False,10142.92,10294.78,US,MWT2,2,2131,09-28-2021
63,mc16_13TeV,mc16_13TeV.346344.PhPy8EG_A14NNPDF23_NNPDF30ME_ttH125_semilep.deriv.DAOD_HIGG4D2.e7148_e5984_s3126_r9364_r9315_p4095_tid20698616_00,UKI-NORTHGRID-LIV-HEP_DATADISK,131001456506,115,2021-09-19 22:23:07,2021-09-20 07:06:31,,221,284490618432,UNAVAILABLE,False,122.0,264.95,UK,UKI-NORTHGRID-LIV-HEP,2,430,09-28-2021
